vin|year|make|model|trim|dealer_name|dealer_street|dealer_city|dealer_state|dealer_zip|listing_price|listing_mileage|used|certified|style|driven_wheels|engine|fuel_type|exterior_color|interior_color|seller_website|first_seen_date|last_seen_date|dealer_vdp_last_seen_date|listing_status
3C4PDCGG4GT111218|2016|Dodge|Journey Crossroad Plus|Crossroad Plus FWD|Clear Choice Automotive|3803 San Pedro Ave|San Antonio|TX|78212|10593|145149|TRUE|FALSE|crossover|Fwd|ENGINE: 3.6L V6 24V VVT|Flex Fuel Vehicle|Billet Silver Metallic Clearcoat|Black|https://clearchoiceautosales.net|2022-03-24|2022-08-17|2022-08-17|
JTDZN3EU9C3179177|2012|Toyota|Prius v|Five FWD|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|12995|208391|TRUE|FALSE|Wagon|Front-Wheel Drive|134 hp 1.8L I4 Hybrid|Hybrid|Black (charcoal)|Gray|https://www.clearchoiceautomotive.com|2022-08-06|2022-08-17||
3D7KS19D86G278055|2006|Dodge|Ram 1500|Laramie|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|8995|189455|TRUE|FALSE|Laramie 4dr Mega Cab 4WD SB|4wd|5.7L V8|Gasoline|Black|Black|https://www.clearchoiceautomotive.com|2022-08-05|2022-08-17||
JTEHF21A730108183|2003|Toyota|Highlander|[Unspecified]|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503|8495|124336|TRUE|FALSE|AWD 4dr SUV (3.0L 6cyl 4A)|AWD|3.0L V6|Gasoline|Black|N/a|https://maxautosalesla.com|2022-04-21|2022-08-17|2022-08-17|
1FTPW14V76KC91750|2006|Ford|F150 Supercrew|King Ranch|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|6995|178085|TRUE|FALSE|pickup_truck|4wd|5.4L V8|14|White|Gray|https://www.clearchoiceautomotive.com|2022-07-23|2022-08-16||
1FM5K7D81GGC57447|2016|Ford|Explorer|XLT|X Nation Auto Group|6003 Bandera Rd|San Antonio|TX|78238||167430|TRUE|FALSE|||||||https://xnationautogroup.com|2022-08-03|2022-08-17|2022-08-17|
2GCEK19T411291532|2001|Chevrolet|Silverado 1500|LT Extended Cab LB 4WD|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|9995|210040|TRUE|FALSE|pickup_truck|4wd|285 hp 5.3L V8|Gasoline|Black|Gray|https://www.clearchoiceautomotive.com|2022-07-21|2022-08-17||
2G1WZ121749171859|2004|Chevrolet|Monte SS|SS Supercharged|Clear Choice Automotive|3803 San Pedro Ave|San Antonio|TX|78212|13995|98298|TRUE|FALSE|Coupe|Front-wheel Drive|3.8L V6 12V MPFI OHV Supercharged|Gasoline|Yellow|Black|https://clearchoiceautosales.net|2022-07-17|2022-08-18|2022-08-17|
1GNSCCKC2FR112772|2015|Chevrolet|Tahoe|1500 LTZ|X Nation Auto Group|6003 Bandera Rd|San Antonio|TX|78238||122497|TRUE|FALSE|2WD LTZ|RWD|5.3L||White|Cocoa Dune|https://xnationautogroup.com|2022-05-11|2022-08-17|2022-08-17|
1GKS1KE07ER177842|2014|GMC|Yukon XL|1500 SLT|X Nation Auto Group|6003 Bandera Rd|San Antonio|TX|78238||129319|TRUE|FALSE||RWD|5.3L||Black||https://xnationautogroup.com|2022-05-24|2022-08-17|2022-08-17|
2T3RFREV3FW376839|2015|Toyota|RAV4|XLE AWD|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|12995|230346|TRUE|FALSE|crossover|All-Wheel Drive|176 hp 2.5L I4|Gasoline|Black (charcoal)|Black|https://www.clearchoiceautomotive.com|2022-06-14|2022-08-17||
KNDJN2A23G7841779|2016|Kia|Soul|Base|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503|12995|121996|TRUE|FALSE|4dr Wagon (1.6L 4cyl 6A)|front wheel drive|130 hp 1.6L I4|Gasoline|Alien Ii|Black Cloth|https://maxautosalesla.com|2022-04-07|2022-08-17|2022-08-17|
5NPE34AF9JH606862|2018|Hyundai|Sonata|SPORT LIMITED|X Nation Auto Group|6003 Bandera Rd|San Antonio|TX|78238||82606|TRUE|FALSE|||||||https://xnationautogroup.com|2022-08-13|2022-08-17|2022-08-17|
3VWSR69M05M036277|2005|Volkswagen|Jetta|GLS TDi|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|9995|151636|TRUE|FALSE|Sedan|fwd|100 hp 1.9L I4 Diesel|Diesel|Brown (beige)|Beige|https://www.clearchoiceautomotive.com|2022-08-09|2022-08-17||
1GNKRJKD4FJ197558|2015|Chevrolet|Traverse|LTZ|X Nation Auto Group|6003 Bandera Rd|San Antonio|TX|78238||100418|TRUE|FALSE|SUVs|FWD|3.6L|Gasoline|White|Dark Titanium/light Titanium|https://xnationautogroup.com|2022-06-02|2022-08-17|2022-08-17|
55SWF4KB5FU025113|2015|Mercedes-Benz|C-Class|C 300 4MATIC|Max Auto Sales|5811 El Cajon Blvd|San Diego|CA|92115|18995|85940|TRUE|FALSE|Sedan|All-Wheel Drive|241 hp 2L I4|Gasoline|Black|Black|https://www.maxautosales.info|2022-03-05|2022-08-17|2022-05-19|
2C3CCAAG6HH506496|2017|Chrysler|300|Limited|Manny G Motors|3518 Nogalitos St|San Antonio|TX|78211|25999|99996|TRUE|FALSE|Limited 4dr Sedan|RWD|3.6L V6|Regular Unleaded|White|N/a|https://mannygmotorssa.com|2022-06-02|2022-08-14||
1GKS1JKJ1FR702497|2015|GMC|Yukon XL|DENALI|X Nation Auto Group|6003 Bandera Rd|San Antonio|TX|78238||100399|TRUE|FALSE|||||||https://xnationautogroup.com|2022-08-11|2022-08-17|2022-08-17|
JF2GPAGC4D2818231|2013|Subaru|XV Crosstrek|Limited AWD|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|13995|122750|TRUE|FALSE|crossover|All-Wheel Drive|2L H4|Gasoline|Black|Black|https://www.clearchoiceautomotive.com|2022-08-09|2022-08-17||
4T1BF3EK3AU580143|2010|Toyota|Camry|SE|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503|||TRUE|FALSE|||||White||https://maxautosalesla.com|2022-07-13|2022-08-17|2022-08-17|
3FAHP0HA3CR107467|2012|Ford|Fusion|SE|Clear Choice Automotive|3803 San Pedro Ave|San Antonio|TX|78212|10995|110875|TRUE|FALSE|Sedan|Front-Wheel Drive|2.5L I4 16V MPFI DOHC|Gasoline|White Suede|Camel|https://clearchoiceautosales.net|2022-06-29|2022-08-17|2022-08-17|
2T3NFREV4GW287474|2016|Toyota|RAV4|SE|Manny G Motors|3518 Nogalitos St|San Antonio|TX|78211|24999|98169|TRUE|FALSE|SE 4dr SUV|FWD|2.5L I4||Purple|N/a|https://mannygmotorssa.com|2022-05-27|2022-08-14||
1FMJK1KT2NEA03919|2022|Ford|Expedition Limited MAX SUV|Limited MAX|Caraway Ford Gonzales|1405 E Sarah Dewitt Dr|Gonzales|TX|78629|70480|7|FALSE|FALSE|SUV|4X2|EcoBoost V6 Engine with Auto Start-Stop Technology|Gasoline|Star White Metallic Tri-coat|Mahogany|https://www.carawayfordgonzales.com|2022-02-11|2022-08-17|2022-08-17|
1D7HA182X8S517744|2008|Dodge|Ram 1500|SLT|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503|||TRUE|FALSE|||||||https://maxautosalesla.com|2022-06-11|2022-08-17|2022-08-17|
5YFBURHE8FP279195|2015|Toyota|Corolla|LE|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503|||TRUE|FALSE|LE 4dr Sedan (1.8L 4cyl CVT)|front wheel drive|132 hp 1.8L I4|Gasoline|Silver|Ash Fabric Cloth|https://maxautosalesla.com|2022-06-11|2022-08-17|2022-08-17|
5N1AR2MN6FC634718|2015|Nissan|Pathfinder|S|X Nation Auto Group|6003 Bandera Rd|San Antonio|TX|78238||150364|TRUE|FALSE|4D Sport Utility|AWD|3.5L|Gasoline|Gray|Charcoal|https://xnationautogroup.com|2022-04-24|2022-08-17|2022-08-17|
JTMZD31V576035938|2007|Toyota|RAV4|Limited|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|9995|147449|TRUE|FALSE|Limited 4dr SUV I4|FWD|2.4L I4|Gasoline|Black|Black|https://www.clearchoiceautomotive.com|2022-08-03|2022-08-15||
5FNYF185X5B065714|2005|Honda|Pilot|EX-L|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503|||TRUE|FALSE|EX 4WD 4dr SUV w/Leather (3.5L 6cyl 5A)|four wheel drive|gas||Steel Blue Metallic|Other|https://maxautosalesla.com|2022-06-05|2022-08-17|2022-08-17|
2FMPK4J92NBA29644|2022|Ford|Edge SEL SUV|EcoBoost Engine|Weber Motor Company|1402 E Broadway St|Cuero|TX|77954|42770||FALSE|FALSE|SUV|All-Wheel Drive|2.0L EcoBoost® Engine|Gasoline|Rapid Red|Activex - Dune|https://www.webermotorcompany.com|2022-03-09|2022-08-17|2022-08-17|
JTEBU5JR6G5313716|2016|Toyota|4Runner|Limited|X Nation Auto Group|6003 Bandera Rd|San Antonio|TX|78238||102035|TRUE|FALSE|SUV|4WD|4.0L||Black|Black|https://xnationautogroup.com|2022-06-03|2022-08-17|2022-08-17|
1HGCP2F42BA121027|2011|Honda|Accord LX-P|LX-P|Clear Choice Automotive|3803 San Pedro Ave|San Antonio|TX|78212|8494|224347|TRUE|FALSE|Sedan|FWD|177 hp 2.4L I4|Gasoline|Basque Red Pearl Exterior|Beige|https://clearchoiceautosales.net|2022-04-05|2022-08-17|2022-08-17|
WBAFV3C59GD687449|2016|BMW|5 Series|535d xDrive Sedan AWD|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|22995|92051|TRUE|FALSE|Sedan|All-Wheel Drive|255 hp 3L I6 Diesel|Diesel|Black (charcoal)|Black|https://www.clearchoiceautomotive.com|2022-07-13|2022-08-18||
5NPEB4AC2BH268246|2011|Hyundai|Sonata|GLS|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503||134350|TRUE|FALSE|GLS 4dr Sedan (2.4L 4cyl 6A)|front wheel drive|||Iridescent Silver Blue Pearl|Camel|https://maxautosalesla.com|2022-04-07|2022-08-17|2022-08-17|
5TDXK3DC3GS745895|2016|Toyota|Sienna|SE Premium 8-Passenger|Max Auto Sales|5811 El Cajon Blvd|San Diego|CA|92115|21995|101100|TRUE|FALSE|minivan|Front-Wheel Drive|266 hp 3.5L V6|Gasoline|||https://www.maxautosales.info|2022-08-03|2022-08-16||
1FMFU17L24LB33993|2004|Ford|Expedition|Eddie Bauer|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503|||TRUE|FALSE|||||||https://maxautosalesla.com|2022-05-15|2022-08-17|2022-08-17|
JA4AD3A36GZ010440|2016|Mitsubishi|Outlander||Max Auto Sales|4895 Johnston St|Lafayette|LA|70503|||TRUE|FALSE|||||||https://maxautosalesla.com|2022-04-07|2022-08-17|2022-08-17|
2GNALDEC6B1217895|2011|Chevrolet|Equinox LT|LT|Clear Choice Automotive|3803 San Pedro Ave|San Antonio|TX|78212|10995|100398|TRUE|FALSE|SUV|Front-wheel Drive|2.4L I4 16V GDI DOHC|Gasoline|Silver|Black|https://clearchoiceautosales.net|2022-07-27|2022-08-17|2022-08-17|
3HGCM56487G704026|2007|Honda|Accord Sedan|LX|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503||100604|TRUE|FALSE|LX 4dr Sedan (2.4L 4cyl 5A)|front wheel drive|gas||Gray|Gray Cloth|https://maxautosalesla.com|2022-04-26|2022-08-17|2022-08-17|
2G11Z5SA9G9208352|2016|Chevrolet|Impala|LS|Manny G Motors|3518 Nogalitos St|San Antonio|TX|78211|14999|138748|TRUE|FALSE|LS 4dr Sedan|FWD|2.5L I4||Silver|N/a|https://mannygmotorssa.com|2022-04-01|2022-08-17||
1FTEW1C55NKE51454|2022|Ford|F-150 XL Truck|XL|Weber Motor Company|1402 E Broadway St|Cuero|TX|77954|47275|0|FALSE|FALSE|pickup_truck|4x2|5.0L V8 with Auto Start-Stop Technology and Flex-Fuel Capability Engine|Flex Fuel Vehicle|Oxford White|Unique Black Sport Cloth - Black|https://www.webermotorcompany.com|2022-07-29|2022-08-17|2022-08-17|in_transit
1GNSCKE03BR392904|2011|Chevrolet|Suburban|1500 LTZ|X Nation Auto Group|6003 Bandera Rd|San Antonio|TX|78238||150858|TRUE|FALSE||RWD|5.3L||Tan||https://xnationautogroup.com|2022-06-26|2022-08-17|2022-08-17|
KNDJN2A28E7103926|2014|Kia|Soul|Base|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503|14995|117807|TRUE|FALSE|4dr Crossover 6A|FWD|1.6L I4|Gasoline|Clear White|Black|https://maxautosalesla.com|2022-02-16|2022-08-17|2022-08-17|
3FA6P0HR9DR146904|2013|Ford|Fusion|SE|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503||110244|TRUE|FALSE|SE 4dr Sedan (2.5L 4cyl 6A)|front wheel drive|gas||Silver|Charcoal Black Leather|https://maxautosalesla.com|2022-04-07|2022-08-17|2022-08-17|
1FMEE11H5THB66999|1996|Ford|E-150|XLT|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|8995|96038|TRUE|FALSE|3dr XLT Club Wagon Passenger Van|RWD|5.8L V8|Gasoline|Black|Black|https://www.clearchoiceautomotive.com|2022-06-08|2022-08-17||
1FT8W3DT4LED66297|2020|Ford|F-350 Lariat Crew Cab Long Bed Truck|Lariat Crew Cab LB DRW 4WD|Caraway Ford Gonzales|1405 E Sarah Dewitt Dr|Gonzales|TX|78629|72950|43375|TRUE|FALSE|pickup_truck|Four-Wheel Drive|6.7L V8 32V DDI OHV Turbo Diesel|Biodiesel|Spruce|Black|https://www.carawayfordgonzales.com|2022-08-03|2022-08-17|2022-08-17|
1FTVX1CF5EKE24163|2014|Ford|F-150|XLT|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|10500|188931|TRUE|FALSE|4x2 XLT 4dr Super Cab Styleside 8 ft. LB|4X2|5.0L V8|Flex Fuel Vehicle|Silver|Gray|https://www.clearchoiceautomotive.com|2022-04-16|2022-08-17|2022-04-19|
5XYKT3A67EG447768|2014|Kia|Sorento|LX|X Nation Auto Group|6003 Bandera Rd|San Antonio|TX|78238|||TRUE|FALSE||FWD|2.4L||Red||https://xnationautogroup.com|2022-04-09|2022-08-17|2022-08-17|
1FAHP2E83FG145709|2015|Ford|Taurus|SEL|X Nation Auto Group|6003 Bandera Rd|San Antonio|TX|78238||111999|TRUE|FALSE||FWD|3.5L||Gray||https://xnationautogroup.com|2022-07-30|2022-08-17|2022-08-17|
5NPE24AF6FH152970|2015|Hyundai|Sonata|2.4L SE|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503|||TRUE|FALSE|||||||https://maxautosalesla.com|2022-08-12|2022-08-17|2022-08-17|
1N6BA0EC0FN507935|2015|Nissan|Titan|[Unspecified]|Manny G Motors|3518 Nogalitos St|San Antonio|TX|78211|29999|114963|TRUE|FALSE|PRO-X4|4X4|5.6L V8||Black|N/a|https://mannygmotorssa.com|2022-04-22|2022-08-14||
5LMCJ3C97GUJ27314|2016|Lincoln|MKC|Reserve FWD|Clear Choice Automotive|3803 San Pedro Ave|San Antonio|TX|78212|27995|23897|TRUE|FALSE|crossover|Front-Wheel Drive|240 hp 2L I4|Gasoline|Black|Black|https://clearchoiceautosales.net|2022-08-17|2022-08-17|2022-08-17|
1FTMF1CM6CKE19497|2012|Ford|F-150|[Unspecified]|Manny G Motors|3518 Nogalitos St|San Antonio|TX|78211|14999|171560|TRUE|FALSE||4X2|3.7L V6||White|N/a|https://mannygmotorssa.com|2022-04-01|2022-08-17||
WP1AA2A27DLA10606|2013|Porsche|Cayenne|AWD|Max Auto Sales|5811 El Cajon Blvd|San Diego|CA|92115|15995|189500|TRUE|FALSE|suv|All-Wheel Drive|300 hp 3.6L V6|Gasoline|White|Tan|https://www.maxautosales.info|2022-07-07|2022-08-17|2022-07-07|
SADCK2FXXJA249381|2018|Jaguar|F-Pace 25t Prestige|25t Prestige AWD|Clear Choice Automotive|3803 San Pedro Ave|San Antonio|TX|78212|34992|50655|TRUE|FALSE|crossover|All-Wheel Drive|247 hp 2L I4|Gasoline|Blue|Black|https://clearchoiceautosales.net|2022-03-11|2022-08-18|2022-08-17|
1GNKVGKD5HJ261575|2017|Chevrolet|Traverse LT|1LT AWD|Clear Choice Automotive|3803 San Pedro Ave|San Antonio|TX|78212|24493|48286|TRUE|FALSE|crossover|All-Wheel Drive|281 hp 3.6L V6|Gasoline|Brown (tan)|Black|https://clearchoiceautosales.net|2022-03-11|2022-08-17|2022-08-17|
1G1JC5SH5F4218912|2015|Chevrolet|Sonic|LT|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503||73431|TRUE|FALSE||FWD||Gasoline|Red Hot|Jet Black/dark Titanium|https://maxautosalesla.com|2022-07-16|2022-08-17|2022-08-17|
2C4RC1DGXJR171115|2018|Chrysler|Pacifica|Touring|Manny G Motors|3518 Nogalitos St|San Antonio|TX|78211|25999|130815|TRUE|FALSE|Touring 4dr Mini-Van|FWD|3.6L V6||Black|N/a|https://mannygmotorssa.com|2022-04-22|2022-08-14||
1GCEC14W8YZ197508|2000|Chevrolet|Silverado 1500|LS|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503|||TRUE|FALSE||rear wheel drive|||||https://maxautosalesla.com|2022-05-11|2022-08-17|2022-08-17|
1FTCR14A2NPA59254|1992|Ford|Ranger Super CAB|XLT Extended Cab SB|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|4995||TRUE|FALSE|pickup_truck|Rear-Wheel Drive|100 hp 2.3L I4|Gasoline|Black (charcoal)|Gray|https://www.clearchoiceautomotive.com|2022-07-18|2022-08-18||
1FTZX1729XKA22089|1999|Ford|F-150|[Unspecified]|Max Auto Sales|423 N Broadway|Santa Maria|CA|93454|8499|91107|TRUE|FALSE|PK UP|RWD|4.2L V6||Blue|Gray|https://maxautosm.com|2022-07-18|2022-08-15||
1GCVKNEC9HZ394654|2017|Chevrolet|Silverado 1500|[Unspecified]|Manny G Motors|3518 Nogalitos St|San Antonio|TX|78211|32999|84400|TRUE|FALSE||4X4|5.3L V8||White|N/a|https://mannygmotorssa.com|2022-04-27|2022-08-15||
KM8SM4HF9FU101547|2015|Hyundai|Santa Fe|GLS|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503|18995|101038|TRUE|FALSE|GLS 4dr SUV (3.3L 6cyl 6A)|front wheel drive|gas|Gasoline|Becketts Black|Gray Cloth|https://maxautosalesla.com|2021-11-19|2022-08-17|2022-08-17|
5N1ED28Y42C502135|2002|Nissan|Xterra|XE V6 4WD|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|5995|172936|TRUE|FALSE|suv|4wd|170 hp 3.3L V6|Gasoline|Silver|Gray|https://www.clearchoiceautomotive.com|2022-04-29|2022-08-17|2022-05-01|
WAUACGFF5F1036590|2015|Audi|A3|1.8T Premium Sedan FWD|Max Auto Sales|5811 El Cajon Blvd|San Diego|CA|92115|9995|110150|TRUE|FALSE|Sedan|Front-Wheel Drive|170 hp 1.8L I4|Gasoline|Silver|Black|https://www.maxautosales.info|2022-02-26|2022-08-17|2022-05-19|
1FTEW1CPXNKD56292|2022|Ford|F-150 XLT Truck|XLT w/ XLT Chrome Appearance Package|Caraway Ford Gonzales|1405 E Sarah Dewitt Dr|Gonzales|TX|78629|51970|0|FALSE|FALSE|pickup_truck|RWD|V6 EcoBoost with Auto Start-Stop Technology Engine|Gasoline|Iconic Silver Metallic Exterior|Medium Dark Slate|https://www.carawayfordgonzales.com|2022-03-25|2022-08-17|2022-08-17|
JTJGA31U240009834|2004|Lexus|RX 330|Base|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503|8995|199362|TRUE|FALSE|4dr FWD SUV (3.3L 6cyl 5A)|front wheel drive|gas|Gasoline|Flint Mica|N/a|https://maxautosalesla.com|2022-03-01|2022-08-16|2022-08-16|
JM1BK32F191238341|2009|Mazda|Mazda3|i Sport|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503|||TRUE|FALSE|||||Metropolitan Gray Mica|Black|https://maxautosalesla.com|2022-07-21|2022-08-17|2022-08-17|
JF1GR7E63BG826173|2011|Subaru|Impreza|WRX Premium|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|15995|131606|TRUE|FALSE|AWD WRX Premium 4dr Wagon|AWD|2.5L H4 Turbocharger|Gasoline|White|Black|https://www.clearchoiceautomotive.com|2022-07-19|2022-08-17||
JTDZN3EU3C3050674|2012|Toyota|Prius v|Five FWD|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|10995|217232|TRUE|FALSE|Wagon|Front-Wheel Drive|134 hp 1.8L I4 Hybrid|Hybrid|Black (charcoal)|Gray|https://www.clearchoiceautomotive.com|2022-06-08|2022-08-17|2022-06-09|
JF1GH76679G821201|2009|Subaru|Impreza WRX|Premium Package Hatchback|Max Auto Sales|5811 El Cajon Blvd|San Diego|CA|92115|9995|188215|TRUE|FALSE|Hatchback|All-Wheel Drive|265 hp 2.5L H4|Gasoline|Black||https://www.maxautosales.info|2022-08-14|2022-08-17||
JF1GPAL63D2829712|2013|Subaru|Impreza|2.0i Sport Premium Hatchback|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|13990|101919|TRUE|FALSE|Hatchback|All-Wheel Drive|2L H4|Gasoline|Black|Black|https://www.clearchoiceautomotive.com|2022-06-01|2022-08-14|2022-06-03|
NM0AS8FX0F1188505|2015|Ford|Transit Connect|XLT|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|14995|135901|TRUE|FALSE|XLT 4dr SWB Mini-Van w/Rear Cargo Doors|fwd|1.6L I4 Turbocharger|Gasoline|White|Gray|https://www.clearchoiceautomotive.com|2022-08-12|2022-08-17||
NM0LS7E76H1304975|2017|Ford|Transit Connect Van|XL|X Nation Auto Group|6003 Bandera Rd|San Antonio|TX|78238||143119|TRUE|FALSE||FWD|2.5L||White||https://xnationautogroup.com|2022-06-23|2022-08-17|2022-08-17|
2FTRX18L13CA67730|2003|Ford|F-150|XLT|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|4995|182134|TRUE|FALSE|4dr Super Cab XLT 4WD Styleside LB|4wd|5.4L V8|Gasoline|White|Gray|https://www.clearchoiceautomotive.com|2022-08-03|2022-08-14||
WDBUF56X89B372834|2009|Mercedes-Benz|E E350|E 550 Sport|Clear Choice Automotive|3803 San Pedro Ave|San Antonio|TX|78212|14999|79190|TRUE|FALSE|Sedan|Rear-Wheel Drive|3.5L V6 24V MPFI DOHC|Gasoline|Arctic White|Tan|https://clearchoiceautosales.net|2022-07-14|2022-08-18|2022-08-17|
WBAXG5C50CDW66459|2012|BMW|5 Series|528i Sedan RWD|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|10995|125628|TRUE|FALSE|Sedan|rwd|240 hp 2L I4|Gasoline|Black|Black|https://www.clearchoiceautomotive.com|2022-06-21|2022-08-17||
1GNDT13W112116447|2001|Chevrolet|Blazer|LT|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|6995|116418|TRUE|FALSE|LT 4WD 4dr SUV w/OnStar|4WD|4.3L V6|Gasoline|Charcoal|Gray|https://www.clearchoiceautomotive.com|2022-07-12|2022-08-16||
1GYS4CKJ4FR268634|2015|Cadillac|Escalade|PREMIUM|X Nation Auto Group|6003 Bandera Rd|San Antonio|TX|78238||89566|TRUE|FALSE|4x4 Premium 4dr SUV|4X4|6.2L V8||Black|Black|https://xnationautogroup.com|2022-06-17|2022-08-17|2022-08-17|
5TDYZRFH0HS219463|2017|Toyota|Highlander Limited V6 SUV|V-6 Cylinder|Weber Motor Company|1402 E Broadway St|Cuero|TX|77954|30995|105162|TRUE|FALSE|Limited 4dr SUV (3.5L 6cyl 8A)|front wheel drive|gas|Gasoline|Blizzard Pearl|Almond Leather|https://www.webermotorcompany.com|2022-04-20|2022-08-17|2022-08-17|
JHLRD77885C038827|2005|Honda|CR-V|EX AWD|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|9495|186880|TRUE|FALSE|crossover|4wd|160 hp 2.4L I4|Gasoline|Black (charcoal)|Gray|https://www.clearchoiceautomotive.com|2022-06-08|2022-08-17|2022-06-09|
5TDZK22C48S159679|2008|Toyota|Sienna|XLE Limited|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|15995|126419|TRUE|FALSE|minivan|Front-Wheel Drive|266 hp 3.5L V6|Gasoline|Black (charcoal)|Gray|https://www.clearchoiceautomotive.com|2022-08-11|2022-08-17||
1HGCM56796A023008|2006|Honda|Accord Sedan|EX|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503||146773|TRUE|FALSE|Sedan/5 seats|FWD|2.4L I4 DOHC i-VTEC 4|Gasoline|Black|Other|https://maxautosalesla.com|2022-06-30|2022-08-17|2022-08-17|
KNDJP3A52F7764606|2015|Kia|Soul|+|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503|15495|90166|TRUE|FALSE|+ 4dr Wagon (2.0L 4cyl 6A)|front wheel drive|gas|Gasoline|Bright Silver|Black Cloth|https://maxautosalesla.com|2022-03-15|2022-08-17|2022-08-17|
WAUAFAFL4DN028965|2013|Audi|A4|2.0T Premium FWD|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|14995|104088|TRUE|FALSE|Sedan|fwd|211 hp 2L I4|Gasoline|Black|Black|https://www.clearchoiceautomotive.com|2022-07-21|2022-08-17||
JF1VA1G63F8803954|2015|Subaru|WRX|LIMITED|X Nation Auto Group|6003 Bandera Rd|San Antonio|TX|78238||121109|TRUE|FALSE||AWD|2.0L||Red||https://xnationautogroup.com|2022-06-01|2022-08-17|2022-08-17|
1FMSK7KH3NGC17454|2022|Ford|Explorer ST-Line SUV||Weber Motor Company|1402 E Broadway St|Cuero|TX|77954|48695||FALSE|FALSE|||||||https://www.webermotorcompany.com|2022-08-17|2022-08-17|2022-08-17|in_transit
1C3CCCAB0GN107766|2016|Chrysler|200|[Unspecified]|Manny G Motors|3518 Nogalitos St|San Antonio|TX|78211|14999|129970|TRUE|FALSE|LIMITED|FWD|2.4L I4||Black|N/a|https://mannygmotorssa.com|2022-04-01|2022-08-17||
1G11A5SL7FF148280|2015|Chevrolet|Malibu|LS Fleet|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503|14995|130847|TRUE|FALSE|LS Fleet 4dr Sedan|FWD|2.5L I4|Gasoline|Ashen Gray Metallic|Jet Black/titanium|https://maxautosalesla.com|2021-12-03|2022-08-17|2022-08-17|
ZAMFE39A970032637|2007|Maserati|Quattroporte|Sport GT RWD|Max Auto Sales|5811 El Cajon Blvd|San Diego|CA|92115|12995|91520|TRUE|FALSE|Sedan|Rear-Wheel Drive|4.2L V8 400hp 339ft. lbs.|Gasoline|Gray|Black|https://www.maxautosales.info|2022-01-18|2022-08-18|2022-05-19|
WVWFV7AJ7BW224071|2011|Volkswagen|GTI|[Unspecified]|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|11995|135112|TRUE|FALSE|2dr Hatchback 6A w/ Autobahn Package|fwd|2.0L I4 Turbocharger|Gasoline|White|Black|https://www.clearchoiceautomotive.com|2022-06-01|2022-08-16||
JM1BM1U78E1196944|2014|Mazda|Mazda3|i Sport|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503|||TRUE|FALSE|||||||https://maxautosalesla.com|2022-08-13|2022-08-17|2022-08-17|
